text,gold,split,row_idx,pred,error,raw_response
"a little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon wedding serves mostly to whet one 's appetite for the bollywood films .",negative,train,3781,negative,,"{ ""label"": ""negative"" }"
a movie that the less charitable might describe as a castrated cross between highlander and lolita .,negative,train,3782,negative,,"{ ""label"": ""negative"" }"
"seagal , who looks more like danny aiello these days , mumbles his way through the movie .",negative,train,3783,negative,,"{ ""label"": ""negative"" }"
"a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .",positive,train,3784,positive,,"{ ""label"": ""positive"" }"
how do you make a movie with depth about a man who lacked any ?,negative,train,3785,negative,,"{ ""label"": ""negative"" }"
fudges fact and fancy with such confidence that we feel as if we 're seeing something purer than the real thing .,positive,train,3786,positive,,"{ ""label"": ""positive"" }"
the cast is top-notch and i predict there will be plenty of female audience members drooling over michael idemoto as michael .,positive,train,3787,positive,,"{ ""label"": ""positive"" }"
"sandra bullock and hugh grant make a great team , but this predictable romantic comedy should get a pink slip .",negative,train,3788,negative,,"{ ""label"": ""negative"" }"
"it 's all stitched together with energy , intelligence and verve , enhanced by a surplus of vintage archive footage .",positive,train,3789,positive,,"{ ""label"": ""positive"" }"
"so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .",negative,train,3790,negative,,"{ ""label"": ""negative"" }"
a faster paced family flick .,positive,train,3791,positive,,"{ ""label"": ""positive"" }"
"`` analyze that '' is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",negative,train,3792,negative,,"{ ""label"": ""negative"" }"
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .",positive,train,3793,positive,,"{ ""label"": ""positive"" }"
the respective charms of sandra bullock and hugh grant have worn threadbare .,neutral,train,3794,negative,,"{ ""label"": ""negative"" }"
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .,positive,train,3795,positive,,"{ ""label"": ""positive"" }"
"i 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliché .",negative,train,3796,negative,,"{ ""label"": ""negative"" }"
"in its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",positive,train,3797,positive,,"{ ""label"": ""positive"" }"
"let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",positive,train,3798,negative,,"{ ""label"": ""negative"" }"
"not the best herzog perhaps , but unmistakably herzog .",neutral,train,3799,negative,,"{ ""label"": ""negative"" }"
tiresomely derivative and hammily acted .,negative,train,3800,negative,,"{ ""label"": ""negative"" }"
i walked away from this new version of e.t. just as i hoped i would -- with moist eyes .,positive,train,3801,positive,,"{ ""label"": ""positive"" }"
-lrb- it -rrb- has the feel of a summer popcorn movie .,neutral,train,3802,positive,,"{ ""label"": ""positive"" }"
what should have been a cutting hollywood satire is instead about as fresh as last week 's issue of variety .,negative,train,3803,negative,,"{ ""label"": ""negative"" }"
"the film does a solid job of slowly , steadily building up to the climactic burst of violence .",positive,train,3804,positive,,"{ ""label"": ""positive"" }"
"the heart of the film is a touching reflection on aging , suffering and the prospect of death .",positive,train,3805,positive,,"{ ""label"": ""positive"" }"
entertaining but like shooting fish in a barrel .,neutral,train,3806,negative,,"{ ""label"": ""negative"" }"
"the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus .",negative,train,3807,negative,,"{ ""label"": ""negative"" }"
puts to rest any thought that the german film industry can not make a delightful comedy centering on food .,positive,train,3808,positive,,"{ ""label"": ""positive"" }"
"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity .",negative,train,3809,negative,,"{ ""label"": ""negative"" }"
"no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press notes -- can render it anything but laughable .",negative,train,3810,negative,,"{ ""label"": ""negative"" }"
a well-executed spy-thriller .,positive,train,3811,positive,,"{ ""label"": ""positive"" }"
"lisa rinzler 's cinematography may be lovely , but love liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .",negative,train,3812,negative,,"{ ""label"": ""negative"" }"
the trailer is a riot .,positive,train,3813,positive,,"{ ""label"": ""positive"" }"
"this cloying , voices-from-the-other-side story is hell .",negative,train,3814,negative,,"{ ""label"": ""negative"" }"
"alas , getting there is not even half the interest .",negative,train,3815,negative,,"{ ""label"": ""negative"" }"
"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",positive,train,3816,positive,,"{ ""label"": ""positive"" }"
"the result is somewhat satisfying -- it still comes from spielberg , who has never made anything that was n't at least watchable .",positive,train,3817,positive,,"{ ""label"": ""positive"" }"
i 'll go out on a limb .,positive,train,3818,neutral,,"{ ""label"": ""neutral"" }"
"deflated ending aside , there 's much to recommend the film .",positive,train,3819,positive,,"{ ""label"": ""positive"" }"
"sheridan is painfully bad , a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb .",negative,train,3820,negative,,"{ ""label"": ""negative"" }"
"as improbable as this premise may seem , abbass 's understated , shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life .",positive,train,3821,positive,,"{ ""label"": ""positive"" }"
"maybe leblanc thought , `` hey , the movie about the baseball-playing monkey was worse . ''",negative,train,3822,negative,,"{ ""label"": ""negative"" }"
gives an intriguing twist to the french coming-of-age genre .,positive,train,3823,positive,,"{ ""label"": ""positive"" }"
a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .,neutral,train,3824,negative,,"{ ""label"": ""negative"" }"
confounding because it solemnly advances a daringly preposterous thesis .,neutral,train,3825,negative,,"{ ""label"": ""negative"" }"
he nonetheless appreciates the art and reveals a music scene that transcends culture and race .,positive,train,3826,positive,,"{ ""label"": ""positive"" }"
"escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .",positive,train,3827,positive,,"{ ""label"": ""positive"" }"
"full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , time out is a discreet moan of despair about entrapment in the maze of modern life .",negative,train,3828,negative,,"{ ""label"": ""negative"" }"
"a naturally funny film , home movie makes you crave chris smith 's next movie .",positive,train,3829,positive,,"{ ""label"": ""positive"" }"
"director hoffman , his writer and kline 's agent should serve detention",negative,train,3830,negative,,"{ ""label"": ""negative"" }"
the quirky and recessive charms of co-stars martin donovan and mary-louise parker help overcome the problematic script .,positive,train,3831,positive,,"{ ""label"": ""positive"" }"
it 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .,negative,train,3832,negative,,"{ ""label"": ""negative"" }"
it 's everything you 'd expect -- but nothing more .,neutral,train,3833,negative,,"{ ""label"": ""negative"" }"
"as an entertainment destination for the general public , kung pow sets a new benchmark for lameness .",negative,train,3834,negative,,"{ ""label"": ""negative"" }"
graced with the kind of social texture and realism that would be foreign in american teen comedies .,positive,train,3835,positive,,"{ ""label"": ""positive"" }"
-lrb- allen -rrb- manages to breathe life into this somewhat tired premise .,positive,train,3836,positive,,"{ ""label"": ""positive"" }"
the truth about charlie is that it 's a brazenly misguided project .,negative,train,3837,negative,,"{ ""label"": ""negative"" }"
